Division,Place,Season,Crop,Variety
Kundapur,Kollur,Summer,Paddy,Shakti
Kundapur,Keradi,Summer,Paddy,Shakti
Kundapur,Vandaru,Summer,Paddy,Shakti
Kundapur,Halady,Summer,Paddy,Shakti
Kundapur,Ampar,Summer,Paddy,Shakti
Kundapur,Shankaranarayana,Summer,Paddy,Shakti
Kundapur,Ajri,Summer,Paddy,Shakti
Kundapur,Hallihole,Summer,Paddy,Shakti
Kundapur,Hosangadi,Summer,Paddy,Shakti
Kundapur,Siddapur,Summer,Paddy,Shakti
Kundapur,Amasbailu,Summer,Paddy,Shakti
Kundapur,Thombattu,Summer,Paddy,Shakti
Kundapur,Shiroor,Summer,Paddy,CTH-1 (Mukti)
Kundapur,Yedthare,Summer,Paddy,CTH-1 (Mukti)
Kundapur,Paduvari,Summer,Paddy,CTH-1 (Mukti)
Kundapur,Uppunda,Summer,Paddy,CTH-1 (Mukti)
Kundapur,Navunda,Summer,Paddy,CTH-1 (Mukti)
Kundapur,Maravanthe,Summer,Paddy,CTH-1 (Mukti)
Kundapur,Nada,Summer,Paddy,CTH-1 (Mukti)
Kundapur,Vandse,Summer,Paddy,CTH-1 (Mukti)
Kundapur,Bijoor,Summer,Paddy,CTH-1 (Mukti)
Kundapur,Beejadi,Summer,Paddy,CTH-1 (Mukti)
Kundapur,Koteshwar,Summer,Paddy,CTH-1 (Mukti)
Kundapur,Basrur,Summer,Paddy,CTH-1 (Mukti)
Kundapur,Gangolli,Summer,Paddy,CTH-1 (Mukti)
Kundapur,Gujjadi,Summer,Paddy,CTH-1 (Mukti)
Kundapur,Gulvadi,Summer,Paddy,CTH-1 (Mukti)
Kundapur,Hermadi,Summer,Paddy,CTH-1 (Mukti)
Kundapur,Kodi,Summer,Paddy,CTH-1 (Mukti)
Kundapur,Kumbashi,Summer,Paddy,CTH-1 (Mukti)
Kundapur,Thekkatte,Summer,Paddy,CTH-1 (Mukti)
Kundapur,Jadkal,Summer,Paddy,CTH-1 (Mukti)
Kundapur,Yelith,Summer,Paddy,CTH-1 (Mukti)
Kundapur,Golihole,Summer,Paddy,CTH-1 (Mukti)
Kundapur,Kollur,Summer,Paddy,CTH-1 (Mukti)
Kundapur,Keradi,Summer,Paddy,CTH-1 (Mukti)
Kundapur,Vandaru,Summer,Paddy,CTH-1 (Mukti)
Kundapur,Halady,Summer,Paddy,CTH-1 (Mukti)
Kundapur,Ampar,Summer,Paddy,CTH-1 (Mukti)
Kundapur,Shankaranarayana,Summer,Paddy,CTH-1 (Mukti)
Kundapur,Ajri,Summer,Paddy,CTH-1 (Mukti)
Kundapur,Hallihole,Summer,Paddy,CTH-1 (Mukti)
Kundapur,Hosangadi,Summer,Paddy,CTH-1 (Mukti)
Kundapur,Siddapur,Summer,Paddy,CTH-1 (Mukti)
Kundapur,Amasbailu,Summer,Paddy,CTH-1 (Mukti)
Kundapur,Thombattu,Summer,Paddy,CTH-1 (Mukti)
Kundapur,Shiroor,Summer,Groundnut,TMV-2
Kundapur,Yedthare,Summer,Groundnut,TMV-2
Kundapur,Paduvari,Summer,Groundnut,TMV-2
Kundapur,Uppunda,Summer,Groundnut,TMV-2
Kundapur,Navunda,Summer,Groundnut,TMV-2
Kundapur,Maravanthe,Summer,Groundnut,TMV-2
Kundapur,Nada,Summer,Groundnut,TMV-2
Kundapur,Vandse,Summer,Groundnut,TMV-2
Kundapur,Bijoor,Summer,Groundnut,TMV-2
Kundapur,Beejadi,Summer,Groundnut,TMV-2
Kundapur,Koteshwar,Summer,Groundnut,TMV-2
Kundapur,Basrur,Summer,Groundnut,TMV-2
Kundapur,Gangolli,Summer,Groundnut,TMV-2
Kundapur,Gujjadi,Summer,Groundnut,TMV-2
Kundapur,Gulvadi,Summer,Groundnut,TMV-2
Kundapur,Hermadi,Summer,Groundnut,TMV-2
Kundapur,Kodi,Summer,Groundnut,TMV-2
Kundapur,Kumbashi,Summer,Groundnut,TMV-2
Kundapur,Thekkatte,Summer,Groundnut,TMV-2
Kundapur,Jadkal,Summer,Groundnut,TMV-2
Kundapur,Yelith,Summer,Groundnut,TMV-2
Kundapur,Golihole,Summer,Groundnut,TMV-2
Kundapur,Kollur,Summer,Groundnut,TMV-2
Kundapur,Keradi,Summer,Groundnut,TMV-2
Kundapur,Vandaru,Summer,Groundnut,TMV-2
Kundapur,Halady,Summer,Groundnut,TMV-2
Kundapur,Ampar,Summer,Groundnut,TMV-2
Kundapur,Shankaranarayana,Summer,Groundnut,TMV-2
Kundapur,Ajri,Summer,Groundnut,TMV-2
Kundapur,Hallihole,Summer,Groundnut,TMV-2
Kundapur,Hosangadi,Summer,Groundnut,TMV-2
Kundapur,Siddapur,Summer,Groundnut,TMV-2
Kundapur,Amasbailu,Summer,Groundnut,TMV-2
Kundapur,Thombattu,Summer,Groundnut,TMV-2
Kundapur,Shiroor,Summer,Groundnut,DH 3-30
Kundapur,Yedthare,Summer,Groundnut,DH 3-30
Kundapur,Paduvari,Summer,Groundnut,DH 3-30
Kundapur,Uppunda,Summer,Groundnut,DH 3-30
Kundapur,Navunda,Summer,Groundnut,DH 3-30
Kundapur,Maravanthe,Summer,Groundnut,DH 3-30
Kundapur,Nada,Summer,Groundnut,DH 3-30
Kundapur,Vandse,Summer,Groundnut,DH 3-30
Kundapur,Bijoor,Summer,Groundnut,DH 3-30
Kundapur,Beejadi,Summer,Groundnut,DH 3-30
Kundapur,Koteshwar,Summer,Groundnut,DH 3-30
Kundapur,Basrur,Summer,Groundnut,DH 3-30
Kundapur,Gangolli,Summer,Groundnut,DH 3-30
Kundapur,Gujjadi,Summer,Groundnut,DH 3-30
Kundapur,Gulvadi,Summer,Groundnut,DH 3-30
Kundapur,Hermadi,Summer,Groundnut,DH 3-30
Kundapur,Kodi,Summer,Groundnut,DH 3-30
Kundapur,Kumbashi,Summer,Groundnut,DH 3-30
Kundapur,Thekkatte,Summer,Groundnut,DH 3-30
Kundapur,Jadkal,Summer,Groundnut,DH 3-30
Kundapur,Yelith,Summer,Groundnut,DH 3-30
Kundapur,Golihole,Summer,Groundnut,DH 3-30
Kundapur,Kollur,Summer,Groundnut,DH 3-30
Kundapur,Keradi,Summer,Groundnut,DH 3-30
Kundapur,Vandaru,Summer,Groundnut,DH 3-30
Kundapur,Halady,Summer,Groundnut,DH 3-30
Kundapur,Ampar,Summer,Groundnut,DH 3-30
Kundapur,Shankaranarayana,Summer,Groundnut,DH 3-30
Kundapur,Ajri,Summer,Groundnut,DH 3-30
Kundapur,Hallihole,Summer,Groundnut,DH 3-30
Kundapur,Hosangadi,Summer,Groundnut,DH 3-30
Kundapur,Siddapur,Summer,Groundnut,DH 3-30
Kundapur,Amasbailu,Summer,Groundnut,DH 3-30
Kundapur,Thombattu,Summer,Groundnut,DH 3-30
Kundapur,Shiroor,Summer,Vegetables,Brinjal
Kundapur,Yedthare,Summer,Vegetables,Brinjal
Kundapur,Paduvari,Summer,Vegetables,Brinjal
Kundapur,Uppunda,Summer,Vegetables,Brinjal
Kundapur,Navunda,Summer,Vegetables,Brinjal
Kundapur,Maravanthe,Summer,Vegetables,Brinjal
Kundapur,Nada,Summer,Vegetables,Brinjal
Kundapur,Vandse,Summer,Vegetables,Brinjal
Kundapur,Bijoor,Summer,Vegetables,Brinjal
Kundapur,Beejadi,Summer,Vegetables,Brinjal
Kundapur,Koteshwar,Summer,Vegetables,Brinjal
Kundapur,Basrur,Summer,Vegetables,Brinjal
Kundapur,Gangolli,Summer,Vegetables,Brinjal
Kundapur,Gujjadi,Summer,Vegetables,Brinjal
Kundapur,Gulvadi,Summer,Vegetables,Brinjal
Kundapur,Hermadi,Summer,Vegetables,Brinjal
Kundapur,Kodi,Summer,Vegetables,Brinjal
Kundapur,Kumbashi,Summer,Vegetables,Brinjal
Kundapur,Thekkatte,Summer,Vegetables,Brinjal
Kundapur,Jadkal,Summer,Vegetables,Brinjal
Kundapur,Yelith,Summer,Vegetables,Brinjal
Kundapur,Golihole,Summer,Vegetables,Brinjal
Kundapur,Kollur,Summer,Vegetables,Brinjal
Kundapur,Keradi,Summer,Vegetables,Brinjal
Kundapur,Vandaru,Summer,Vegetables,Brinjal
Kundapur,Halady,Summer,Vegetables,Brinjal
Kundapur,Ampar,Summer,Vegetables,Brinjal
Kundapur,Shankaranarayana,Summer,Vegetables,Brinjal
Kundapur,Ajri,Summer,Vegetables,Brinjal
Kundapur,Hallihole,Summer,Vegetables,Brinjal
Kundapur,Hosangadi,Summer,Vegetables,Brinjal
Kundapur,Siddapur,Summer,Vegetables,Brinjal
Kundapur,Amasbailu,Summer,Vegetables,Brinjal
Kundapur,Thombattu,Summer,Vegetables,Brinjal
Kundapur,Shiroor,Summer,Vegetables,Chilli
Kundapur,Yedthare,Summer,Vegetables,Chilli
Kundapur,Paduvari,Summer,Vegetables,Chilli
Kundapur,Uppunda,Summer,Vegetables,Chilli
Kundapur,Navunda,Summer,Vegetables,Chilli
Kundapur,Maravanthe,Summer,Vegetables,Chilli
Kundapur,Nada,Summer,Vegetables,Chilli
Kundapur,Vandse,Summer,Vegetables,Chilli
Kundapur,Bijoor,Summer,Vegetables,Chilli
Kundapur,Beejadi,Summer,Vegetables,Chilli
Kundapur,Koteshwar,Summer,Vegetables,Chilli
Kundapur,Basrur,Summer,Vegetables,Chilli
Kundapur,Gangolli,Summer,Vegetables,Chilli
Kundapur,Gujjadi,Summer,Vegetables,Chilli
Kundapur,Gulvadi,Summer,Vegetables,Chilli
Kundapur,Hermadi,Summer,Vegetables,Chilli
Kundapur,Kodi,Summer,Vegetables,Chilli
Kundapur,Kumbashi,Summer,Vegetables,Chilli
Kundapur,Thekkatte,Summer,Vegetables,Chilli
Kundapur,Jadkal,Summer,Vegetables,Chilli
Kundapur,Yelith,Summer,Vegetables,Chilli
Kundapur,Golihole,Summer,Vegetables,Chilli
Kundapur,Kollur,Summer,Vegetables,Chilli
Kundapur,Keradi,Summer,Vegetables,Chilli
Kundapur,Vandaru,Summer,Vegetables,Chilli
Kundapur,Halady,Summer,Vegetables,Chilli
Kundapur,Ampar,Summer,Vegetables,Chilli
Kundapur,Shankaranarayana,Summer,Vegetables,Chilli
Kundapur,Ajri,Summer,Vegetables,Chilli
Kundapur,Hallihole,Summer,Vegetables,Chilli
Kundapur,Hosangadi,Summer,Vegetables,Chilli
Kundapur,Siddapur,Summer,Vegetables,Chilli
Kundapur,Amasbailu,Summer,Vegetables,Chilli
Kundapur,Thombattu,Summer,Vegetables,Chilli
Kundapur,Shiroor,Summer,Vegetables,Watermelon
Kundapur,Yedthare,Summer,Vegetables,Watermelon
Kundapur,Paduvari,Summer,Vegetables,Watermelon
Kundapur,Uppunda,Summer,Vegetables,Watermelon
Kundapur,Navunda,Summer,Vegetables,Watermelon
Kundapur,Maravanthe,Summer,Vegetables,Watermelon
Kundapur,Nada,Summer,Vegetables,Watermelon
Kundapur,Vandse,Summer,Vegetables,Watermelon
Kundapur,Bijoor,Summer,Vegetables,Watermelon
Kundapur,Beejadi,Summer,Vegetables,Watermelon
Kundapur,Koteshwar,Summer,Vegetables,Watermelon
Kundapur,Basrur,Summer,Vegetables,Watermelon
Kundapur,Gangolli,Summer,Vegetables,Watermelon
Kundapur,Gujjadi,Summer,Vegetables,Watermelon
Kundapur,Gulvadi,Summer,Vegetables,Watermelon
Kundapur,Hermadi,Summer,Vegetables,Watermelon
Kundapur,Kodi,Summer,Vegetables,Watermelon
Kundapur,Kumbashi,Summer,Vegetables,Watermelon
Kundapur,Thekkatte,Summer,Vegetables,Watermelon
Kundapur,Jadkal,Summer,Vegetables,Watermelon
Kundapur,Yelith,Summer,Vegetables,Watermelon
Kundapur,Golihole,Summer,Vegetables,Watermelon
Kundapur,Kollur,Summer,Vegetables,Watermelon
Kundapur,Keradi,Summer,Vegetables,Watermelon
Kundapur,Vandaru,Summer,Vegetables,Watermelon
Kundapur,Halady,Summer,Vegetables,Watermelon
Kundapur,Ampar,Summer,Vegetables,Watermelon
Kundapur,Shankaranarayana,Summer,Vegetables,Watermelon
Kundapur,Ajri,Summer,Vegetables,Watermelon
Kundapur,Hallihole,Summer,Vegetables,Watermelon
Kundapur,Hosangadi,Summer,Vegetables,Watermelon
Kundapur,Siddapur,Summer,Vegetables,Watermelon
Kundapur,Amasbailu,Summer,Vegetables,Watermelon
Kundapur,Thombattu,Summer,Vegetables,Watermelon
Kundapur,Shiroor,Summer,Vegetables,Cucumber
Kundapur,Yedthare,Summer,Vegetables,Cucumber
Kundapur,Paduvari,Summer,Vegetables,Cucumber
Kundapur,Uppunda,Summer,Vegetables,Cucumber
Kundapur,Navunda,Summer,Vegetables,Cucumber
Kundapur,Maravanthe,Summer,Vegetables,Cucumber
Kundapur,Nada,Summer,Vegetables,Cucumber
Kundapur,Vandse,Summer,Vegetables,Cucumber
Kundapur,Bijoor,Summer,Vegetables,Cucumber
Kundapur,Beejadi,Summer,Vegetables,Cucumber
Kundapur,Koteshwar,Summer,Vegetables,Cucumber
Kundapur,Basrur,Summer,Vegetables,Cucumber
Kundapur,Gangolli,Summer,Vegetables,Cucumber
Kundapur,Gujjadi,Summer,Vegetables,Cucumber
Kundapur,Gulvadi,Summer,Vegetables,Cucumber
Kundapur,Hermadi,Summer,Vegetables,Cucumber
Kundapur,Kodi,Summer,Vegetables,Cucumber
Kundapur,Kumbashi,Summer,Vegetables,Cucumber
Kundapur,Thekkatte,Summer,Vegetables,Cucumber
Kundapur,Jadkal,Summer,Vegetables,Cucumber
Kundapur,Yelith,Summer,Vegetables,Cucumber
Kundapur,Golihole,Summer,Vegetables,Cucumber
Kundapur,Kollur,Summer,Vegetables,Cucumber
Kundapur,Keradi,Summer,Vegetables,Cucumber
Kundapur,Vandaru,Summer,Vegetables,Cucumber
Kundapur,Halady,Summer,Vegetables,Cucumber
Kundapur,Ampar,Summer,Vegetables,Cucumber
Kundapur,Shankaranarayana,Summer,Vegetables,Cucumber
Kundapur,Ajri,Summer,Vegetables,Cucumber
Kundapur,Hallihole,Summer,Vegetables,Cucumber
Kundapur,Hosangadi,Summer,Vegetables,Cucumber
Kundapur,Siddapur,Summer,Vegetables,Cucumber
Kundapur,Amasbailu,Summer,Vegetables,Cucumber
Kundapur,Thombattu,Summer,Vegetables,Cucumber
Karkala,Karkala,Kharif,Paddy,MO-4 (Bhadra)
Karkala,Sanoor,Kharif,Paddy,MO-4 (Bhadra)
Karkala,Hebri,Kharif,Paddy,MO-4 (Bhadra)
Karkala,Nitte,Kharif,Paddy,MO-4 (Bhadra)
Karkala,Mudradi,Kharif,Paddy,MO-4 (Bhadra)
Karkala,Belman,Kharif,Paddy,MO-4 (Bhadra)
Karkala,Varanga,Kharif,Paddy,MO-4 (Bhadra)
Karkala,Inna,Kharif,Paddy,MO-4 (Bhadra)
Karkala,Kabbinale,Kharif,Paddy,MO-4 (Bhadra)
Karkala,Andaru,Kharif,Paddy,MO-4 (Bhadra)
Karkala,Hirgana,Kharif,Paddy,MO-4 (Bhadra)
Karkala,Miyar,Kharif,Paddy,MO-4 (Bhadra)
Karkala,Mundkuru,Kharif,Paddy,MO-4 (Bhadra)
Karkala,Kukkundoor,Kharif,Paddy,MO-4 (Bhadra)
Karkala,Kervashe,Kharif,Paddy,MO-4 (Bhadra)
Karkala,Mudaru,Kharif,Paddy,MO-4 (Bhadra)
Karkala,Kanyana,Kharif,Paddy,MO-4 (Bhadra)
Karkala,Someshwara,Kharif,Paddy,MO-4 (Bhadra)
Karkala,Nadpalu,Kharif,Paddy,MO-4 (Bhadra)
Karkala,Chara,Kharif,Paddy,MO-4 (Bhadra)
Karkala,Belve,Kharif,Paddy,MO-4 (Bhadra)
Karkala,Ardi,Kharif,Paddy,MO-4 (Bhadra)
Karkala,Shedimane,Kharif,Paddy,MO-4 (Bhadra)
Karkala,Golikatte,Kharif,Paddy,MO-4 (Bhadra)
Karkala,Shivapura,Kharif,Paddy,MO-4 (Bhadra)
Karkala,Kadthala,Kharif,Paddy,MO-4 (Bhadra)
Karkala,Palli,Kharif,Paddy,MO-4 (Bhadra)
Karkala,Karkala,Kharif,Paddy,MO-4 (Bhadra)
Karkala,Sanoor,Kharif,Paddy,MO-4 (Bhadra)
Karkala,Hebri,Kharif,Paddy,MO-4 (Bhadra)
Karkala,Nitte,Kharif,Paddy,MO-4 (Bhadra)
Karkala,Mudradi,Kharif,Paddy,MO-4 (Bhadra)
Karkala,Belman,Kharif,Paddy,MO-4 (Bhadra)
Karkala,Varanga,Kharif,Paddy,MO-4 (Bhadra)
Karkala,Inna,Kharif,Paddy,MO-4 (Bhadra)
Karkala,Kabbinale,Kharif,Paddy,MO-4 (Bhadra)
Karkala,Andaru,Kharif,Paddy,MO-4 (Bhadra)
Karkala,Hirgana,Kharif,Paddy,MO-4 (Bhadra)
Karkala,Miyar,Kharif,Paddy,MO-4 (Bhadra)
Karkala,Mundkuru,Kharif,Paddy,MO-4 (Bhadra)
Karkala,Kukkundoor,Kharif,Paddy,MO-4 (Bhadra)
Karkala,Kervashe,Kharif,Paddy,MO-4 (Bhadra)
Karkala,Mudaru,Kharif,Paddy,MO-4 (Bhadra)
Karkala,Kanyana,Kharif,Paddy,MO-4 (Bhadra)
Karkala,Someshwara,Kharif,Paddy,MO-4 (Bhadra)
Karkala,Nadpalu,Kharif,Paddy,MO-4 (Bhadra)
Karkala,Chara,Kharif,Paddy,MO-4 (Bhadra)
Karkala,Belve,Kharif,Paddy,MO-4 (Bhadra)
Karkala,Ardi,Kharif,Paddy,MO-4 (Bhadra)
Karkala,Shedimane,Kharif,Paddy,MO-4 (Bhadra)
Karkala,Golikatte,Kharif,Paddy,MO-4 (Bhadra)
Karkala,Shivapura,Kharif,Paddy,MO-4 (Bhadra)
Karkala,Kadthala,Kharif,Paddy,MO-4 (Bhadra)
Karkala,Palli,Kharif,Paddy,MO-4 (Bhadra)
Karkala,Karkala,Kharif,Paddy,Mahaveer
Karkala,Sanoor,Kharif,Paddy,Mahaveer
Karkala,Hebri,Kharif,Paddy,Mahaveer
Karkala,Nitte,Kharif,Paddy,Mahaveer
Karkala,Mudradi,Kharif,Paddy,Mahaveer
Karkala,Belman,Kharif,Paddy,Mahaveer
Karkala,Varanga,Kharif,Paddy,Mahaveer
Karkala,Inna,Kharif,Paddy,Mahaveer
Karkala,Kabbinale,Kharif,Paddy,Mahaveer
Karkala,Andaru,Kharif,Paddy,Mahaveer
Karkala,Hirgana,Kharif,Paddy,Mahaveer
Karkala,Miyar,Kharif,Paddy,Mahaveer
Karkala,Mundkuru,Kharif,Paddy,Mahaveer
Karkala,Kukkundoor,Kharif,Paddy,Mahaveer
Karkala,Kervashe,Kharif,Paddy,Mahaveer
Karkala,Mudaru,Kharif,Paddy,Mahaveer
Karkala,Kanyana,Kharif,Paddy,Mahaveer
Karkala,Someshwara,Kharif,Paddy,Mahaveer
Karkala,Nadpalu,Kharif,Paddy,Mahaveer
Karkala,Chara,Kharif,Paddy,Mahaveer
Karkala,Belve,Kharif,Paddy,Mahaveer
Karkala,Ardi,Kharif,Paddy,Mahaveer
Karkala,Shedimane,Kharif,Paddy,Mahaveer
Karkala,Golikatte,Kharif,Paddy,Mahaveer
Karkala,Shivapura,Kharif,Paddy,Mahaveer
Karkala,Kadthala,Kharif,Paddy,Mahaveer
Karkala,Palli,Kharif,Paddy,Mahaveer
Karkala,Karkala,Kharif,Paddy,Lata
Karkala,Sanoor,Kharif,Paddy,Lata
Karkala,Hebri,Kharif,Paddy,Lata
Karkala,Nitte,Kharif,Paddy,Lata
Karkala,Mudradi,Kharif,Paddy,Lata
Karkala,Belman,Kharif,Paddy,Lata
Karkala,Varanga,Kharif,Paddy,Lata
Karkala,Inna,Kharif,Paddy,Lata
Karkala,Kabbinale,Kharif,Paddy,Lata
Karkala,Andaru,Kharif,Paddy,Lata
Karkala,Hirgana,Kharif,Paddy,Lata
Karkala,Miyar,Kharif,Paddy,Lata
Karkala,Mundkuru,Kharif,Paddy,Lata
Karkala,Kukkundoor,Kharif,Paddy,Lata
Karkala,Kervashe,Kharif,Paddy,Lata
Karkala,Mudaru,Kharif,Paddy,Lata
Karkala,Kanyana,Kharif,Paddy,Lata
Karkala,Someshwara,Kharif,Paddy,Lata
Karkala,Nadpalu,Kharif,Paddy,Lata
Karkala,Chara,Kharif,Paddy,Lata
Karkala,Belve,Kharif,Paddy,Lata
Karkala,Ardi,Kharif,Paddy,Lata
Karkala,Shedimane,Kharif,Paddy,Lata
Karkala,Golikatte,Kharif,Paddy,Lata
Karkala,Shivapura,Kharif,Paddy,Lata
Karkala,Kadthala,Kharif,Paddy,Lata
Karkala,Palli,Kharif,Paddy,Lata
Karkala,Karkala,Rabi,Paddy,Edasuggi
Karkala,Sanoor,Rabi,Paddy,Edasuggi
Karkala,Hebri,Rabi,Paddy,Edasuggi
Karkala,Nitte,Rabi,Paddy,Edasuggi
Karkala,Mudradi,Rabi,Paddy,Edasuggi
Karkala,Belman,Rabi,Paddy,Edasuggi
Karkala,Varanga,Rabi,Paddy,Edasuggi
Karkala,Inna,Rabi,Paddy,Edasuggi
Karkala,Kabbinale,Rabi,Paddy,Edasuggi
Karkala,Andaru,Rabi,Paddy,Edasuggi
Karkala,Hirgana,Rabi,Paddy,Edasuggi
Karkala,Miyar,Rabi,Paddy,Edasuggi
Karkala,Mundkuru,Rabi,Paddy,Edasuggi
Karkala,Kukkundoor,Rabi,Paddy,Edasuggi
Karkala,Kervashe,Rabi,Paddy,Edasuggi
Karkala,Mudaru,Rabi,Paddy,Edasuggi
Karkala,Kanyana,Rabi,Paddy,Edasuggi
Karkala,Someshwara,Rabi,Paddy,Edasuggi
Karkala,Nadpalu,Rabi,Paddy,Edasuggi
Karkala,Chara,Rabi,Paddy,Edasuggi
Karkala,Belve,Rabi,Paddy,Edasuggi
Karkala,Ardi,Rabi,Paddy,Edasuggi
Karkala,Shedimane,Rabi,Paddy,Edasuggi
Karkala,Golikatte,Rabi,Paddy,Edasuggi
Karkala,Shivapura,Rabi,Paddy,Edasuggi
Karkala,Kadthala,Rabi,Paddy,Edasuggi
Karkala,Palli,Rabi,Paddy,Edasuggi
Karkala,Karkala,Rabi,Paddy,Suggi
Karkala,Sanoor,Rabi,Paddy,Suggi
Karkala,Hebri,Rabi,Paddy,Suggi
Karkala,Nitte,Rabi,Paddy,Suggi
Karkala,Mudradi,Rabi,Paddy,Suggi
Karkala,Belman,Rabi,Paddy,Suggi
Karkala,Varanga,Rabi,Paddy,Suggi
Karkala,Inna,Rabi,Paddy,Suggi
Karkala,Kabbinale,Rabi,Paddy,Suggi
Karkala,Andaru,Rabi,Paddy,Suggi
Karkala,Hirgana,Rabi,Paddy,Suggi
Karkala,Miyar,Rabi,Paddy,Suggi
Karkala,Mundkuru,Rabi,Paddy,Suggi
Karkala,Kukkundoor,Rabi,Paddy,Suggi
Karkala,Kervashe,Rabi,Paddy,Suggi
Karkala,Mudaru,Rabi,Paddy,Suggi
Karkala,Kanyana,Rabi,Paddy,Suggi
Karkala,Someshwara,Rabi,Paddy,Suggi
Karkala,Nadpalu,Rabi,Paddy,Suggi
Karkala,Chara,Rabi,Paddy,Suggi
Karkala,Belve,Rabi,Paddy,Suggi
Karkala,Ardi,Rabi,Paddy,Suggi
Karkala,Shedimane,Rabi,Paddy,Suggi
Karkala,Golikatte,Rabi,Paddy,Suggi
Karkala,Shivapura,Rabi,Paddy,Suggi
Karkala,Kadthala,Rabi,Paddy,Suggi
Karkala,Palli,Rabi,Paddy,Suggi
Karkala,Karkala,Rabi,Paddy,MO-4
Karkala,Sanoor,Rabi,Paddy,MO-4
Karkala,Hebri,Rabi,Paddy,MO-4
Karkala,Nitte,Rabi,Paddy,MO-4
Karkala,Mudradi,Rabi,Paddy,MO-4
Karkala,Belman,Rabi,Paddy,MO-4
Karkala,Varanga,Rabi,Paddy,MO-4
Karkala,Inna,Rabi,Paddy,MO-4
Karkala,Kabbinale,Rabi,Paddy,MO-4
Karkala,Andaru,Rabi,Paddy,MO-4
Karkala,Hirgana,Rabi,Paddy,MO-4
Karkala,Miyar,Rabi,Paddy,MO-4
Karkala,Mundkuru,Rabi,Paddy,MO-4
Karkala,Kukkundoor,Rabi,Paddy,MO-4
Karkala,Kervashe,Rabi,Paddy,MO-4
Karkala,Mudaru,Rabi,Paddy,MO-4
Karkala,Kanyana,Rabi,Paddy,MO-4
Karkala,Someshwara,Rabi,Paddy,MO-4
Karkala,Nadpalu,Rabi,Paddy,MO-4
Karkala,Chara,Rabi,Paddy,MO-4
Karkala,Belve,Rabi,Paddy,MO-4
Karkala,Ardi,Rabi,Paddy,MO-4
Karkala,Shedimane,Rabi,Paddy,MO-4
Karkala,Golikatte,Rabi,Paddy,MO-4
Karkala,Shivapura,Rabi,Paddy,MO-4
Karkala,Kadthala,Rabi,Paddy,MO-4
Karkala,Palli,Rabi,Paddy,MO-4
Karkala,Karkala,Rabi,Paddy,Shakti
Karkala,Sanoor,Rabi,Paddy,Shakti
Karkala,Hebri,Rabi,Paddy,Shakti
Karkala,Nitte,Rabi,Paddy,Shakti
Karkala,Mudradi,Rabi,Paddy,Shakti
Karkala,Belman,Rabi,Paddy,Shakti
Karkala,Varanga,Rabi,Paddy,Shakti
Karkala,Inna,Rabi,Paddy,Shakti
Karkala,Kabbinale,Rabi,Paddy,Shakti
Karkala,Andaru,Rabi,Paddy,Shakti
Karkala,Hirgana,Rabi,Paddy,Shakti
Karkala,Miyar,Rabi,Paddy,Shakti
Karkala,Mundkuru,Rabi,Paddy,Shakti
Karkala,Kukkundoor,Rabi,Paddy,Shakti
Karkala,Kervashe,Rabi,Paddy,Shakti
Karkala,Mudaru,Rabi,Paddy,Shakti
Karkala,Kanyana,Rabi,Paddy,Shakti
Karkala,Someshwara,Rabi,Paddy,Shakti
Karkala,Nadpalu,Rabi,Paddy,Shakti
Karkala,Chara,Rabi,Paddy,Shakti
Karkala,Belve,Rabi,Paddy,Shakti
Karkala,Ardi,Rabi,Paddy,Shakti
Karkala,Shedimane,Rabi,Paddy,Shakti
Karkala,Golikatte,Rabi,Paddy,Shakti
Karkala,Shivapura,Rabi,Paddy,Shakti
Karkala,Kadthala,Rabi,Paddy,Shakti
Karkala,Palli,Rabi,Paddy,Shakti
Karkala,Karkala,Rabi,Groundnut,TMV-2
Karkala,Sanoor,Rabi,Groundnut,TMV-2
Karkala,Hebri,Rabi,Groundnut,TMV-2
Karkala,Nitte,Rabi,Groundnut,TMV-2
Karkala,Mudradi,Rabi,Groundnut,TMV-2
Karkala,Belman,Rabi,Groundnut,TMV-2
Karkala,Varanga,Rabi,Groundnut,TMV-2
Karkala,Inna,Rabi,Groundnut,TMV-2
Karkala,Kabbinale,Rabi,Groundnut,TMV-2
Karkala,Andaru,Rabi,Groundnut,TMV-2
Karkala,Hirgana,Rabi,Groundnut,TMV-2
Karkala,Miyar,Rabi,Groundnut,TMV-2
Karkala,Mundkuru,Rabi,Groundnut,TMV-2
Karkala,Kukkundoor,Rabi,Groundnut,TMV-2
Karkala,Kervashe,Rabi,Groundnut,TMV-2
Karkala,Mudaru,Rabi,Groundnut,TMV-2
Karkala,Kanyana,Rabi,Groundnut,TMV-2
Karkala,Someshwara,Rabi,Groundnut,TMV-2
Karkala,Nadpalu,Rabi,Groundnut,TMV-2
Karkala,Chara,Rabi,Groundnut,TMV-2
Karkala,Belve,Rabi,Groundnut,TMV-2
Karkala,Ardi,Rabi,Groundnut,TMV-2
Karkala,Shedimane,Rabi,Groundnut,TMV-2
Karkala,Golikatte,Rabi,Groundnut,TMV-2
Karkala,Shivapura,Rabi,Groundnut,TMV-2
Karkala,Kadthala,Rabi,Groundnut,TMV-2
Karkala,Palli,Rabi,Groundnut,TMV-2
Karkala,Karkala,Rabi,Groundnut,DH 3-30
