Division,Season,Crop,Variety,pH,Soil Type
Byndoor,Rabi,Paddy,,4.38–6.86,Coastal Alluvium & Laterite
Kundapura,Rabi,Paddy,,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Paddy,,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Paddy,,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Paddy,,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Paddy,,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Paddy,,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Paddy,,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Paddy,,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Paddy,,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Paddy,,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Paddy,,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Paddy,,4.71–6.17,Laterite & Sandy Loam
Byndoor,Rabi,Paddy,,4.38–6.86,Coastal Alluvium & Laterite
Byndoor,Rabi,Paddy,,4.38–6.86,Coastal Alluvium & Laterite
Kundapura,Rabi,Paddy,,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Paddy,,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Paddy,,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Paddy,,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Paddy,,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Paddy,,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Paddy,,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Paddy,,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Paddy,,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Paddy,,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Paddy,,4.71–6.17,Laterite & Sandy Loam
Byndoor,Rabi,Paddy,MO-4,4.38–6.86,Coastal Alluvium & Laterite
Byndoor,Rabi,Paddy,MO-4,4.38–6.86,Coastal Alluvium & Laterite
Byndoor,Rabi,Paddy,MO-4,4.38–6.86,Coastal Alluvium & Laterite
Byndoor,Rabi,Paddy,MO-4,4.38–6.86,Coastal Alluvium & Laterite
Byndoor,Rabi,Paddy,MO-4,4.38–6.86,Coastal Alluvium & Laterite
Byndoor,Rabi,Paddy,MO-4,4.38–6.86,Coastal Alluvium & Laterite
Kundapura,Rabi,Paddy,MO-4,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Paddy,MO-4,4.71–6.17,Laterite & Sandy Loam
Byndoor,Rabi,Paddy,MO-4,4.38–6.86,Coastal Alluvium & Laterite
Kundapura,Rabi,Paddy,MO-4,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Paddy,MO-4,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Paddy,MO-4,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Paddy,MO-4,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Paddy,MO-4,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Paddy,MO-4,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Paddy,MO-4,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Paddy,MO-4,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Paddy,MO-4,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Paddy,MO-4,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Paddy,MO-4,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Paddy,MO-4,4.71–6.17,Laterite & Sandy Loam
Byndoor,Rabi,Paddy,MO-4,4.38–6.86,Coastal Alluvium & Laterite
Byndoor,Rabi,Paddy,MO-4,4.38–6.86,Coastal Alluvium & Laterite
Kundapura,Rabi,Paddy,MO-4,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Paddy,MO-4,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Paddy,MO-4,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Paddy,MO-4,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Paddy,MO-4,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Paddy,MO-4,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Paddy,MO-4,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Paddy,MO-4,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Paddy,MO-4,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Paddy,MO-4,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Paddy,MO-4,4.71–6.17,Laterite & Sandy Loam
Byndoor,Rabi,Paddy,,4.38–6.86,Coastal Alluvium & Laterite
Byndoor,Rabi,Paddy,,4.38–6.86,Coastal Alluvium & Laterite
Byndoor,Rabi,Paddy,,4.38–6.86,Coastal Alluvium & Laterite
Byndoor,Rabi,Paddy,,4.38–6.86,Coastal Alluvium & Laterite
Byndoor,Rabi,Paddy,,4.38–6.86,Coastal Alluvium & Laterite
Byndoor,Rabi,Paddy,,4.38–6.86,Coastal Alluvium & Laterite
Kundapura,Rabi,Paddy,,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Paddy,,4.71–6.17,Laterite & Sandy Loam
Byndoor,Rabi,Paddy,,4.38–6.86,Coastal Alluvium & Laterite
Kundapura,Rabi,Paddy,,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Paddy,,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Paddy,,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Paddy,,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Paddy,,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Paddy,,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Paddy,,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Paddy,,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Paddy,,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Paddy,,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Paddy,,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Paddy,,4.71–6.17,Laterite & Sandy Loam
Byndoor,Rabi,Paddy,,4.38–6.86,Coastal Alluvium & Laterite
Byndoor,Rabi,Paddy,,4.38–6.86,Coastal Alluvium & Laterite
Kundapura,Rabi,Paddy,,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Paddy,,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Paddy,,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Paddy,,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Paddy,,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Paddy,,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Paddy,,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Paddy,,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Paddy,,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Paddy,,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Paddy,,4.71–6.17,Laterite & Sandy Loam
Byndoor,Rabi,Groundnut,TMV-2,4.38–6.86,Coastal Alluvium & Laterite
Byndoor,Rabi,Groundnut,TMV-2,4.38–6.86,Coastal Alluvium & Laterite
Byndoor,Rabi,Groundnut,TMV-2,4.38–6.86,Coastal Alluvium & Laterite
Byndoor,Rabi,Groundnut,TMV-2,4.38–6.86,Coastal Alluvium & Laterite
Byndoor,Rabi,Groundnut,TMV-2,4.38–6.86,Coastal Alluvium & Laterite
Byndoor,Rabi,Groundnut,TMV-2,4.38–6.86,Coastal Alluvium & Laterite
Kundapura,Rabi,Groundnut,TMV-2,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Groundnut,TMV-2,4.71–6.17,Laterite & Sandy Loam
Byndoor,Rabi,Groundnut,TMV-2,4.38–6.86,Coastal Alluvium & Laterite
Kundapura,Rabi,Groundnut,TMV-2,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Groundnut,TMV-2,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Groundnut,TMV-2,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Groundnut,TMV-2,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Groundnut,TMV-2,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Groundnut,TMV-2,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Groundnut,TMV-2,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Groundnut,TMV-2,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Groundnut,TMV-2,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Groundnut,TMV-2,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Groundnut,TMV-2,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Groundnut,TMV-2,4.71–6.17,Laterite & Sandy Loam
Byndoor,Rabi,Groundnut,TMV-2,4.38–6.86,Coastal Alluvium & Laterite
Byndoor,Rabi,Groundnut,TMV-2,4.38–6.86,Coastal Alluvium & Laterite
Kundapura,Rabi,Groundnut,TMV-2,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Groundnut,TMV-2,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Groundnut,TMV-2,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Groundnut,TMV-2,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Groundnut,TMV-2,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Groundnut,TMV-2,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Groundnut,TMV-2,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Groundnut,TMV-2,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Groundnut,TMV-2,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Groundnut,TMV-2,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Groundnut,TMV-2,4.71–6.17,Laterite & Sandy Loam
Byndoor,Rabi,Groundnut,DH 3-30,4.38–6.86,Coastal Alluvium & Laterite
Byndoor,Rabi,Groundnut,DH 3-30,4.38–6.86,Coastal Alluvium & Laterite
Byndoor,Rabi,Groundnut,DH 3-30,4.38–6.86,Coastal Alluvium & Laterite
Byndoor,Rabi,Groundnut,DH 3-30,4.38–6.86,Coastal Alluvium & Laterite
Byndoor,Rabi,Groundnut,DH 3-30,4.38–6.86,Coastal Alluvium & Laterite
Byndoor,Rabi,Groundnut,DH 3-30,4.38–6.86,Coastal Alluvium & Laterite
Kundapura,Rabi,Groundnut,DH 3-30,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Groundnut,DH 3-30,4.71–6.17,Laterite & Sandy Loam
Byndoor,Rabi,Groundnut,DH 3-30,4.38–6.86,Coastal Alluvium & Laterite
Kundapura,Rabi,Groundnut,DH 3-30,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Groundnut,DH 3-30,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Groundnut,DH 3-30,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Groundnut,DH 3-30,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Groundnut,DH 3-30,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Groundnut,DH 3-30,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Groundnut,DH 3-30,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Groundnut,DH 3-30,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Groundnut,DH 3-30,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Groundnut,DH 3-30,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Groundnut,DH 3-30,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Groundnut,DH 3-30,4.71–6.17,Laterite & Sandy Loam
Byndoor,Rabi,Groundnut,DH 3-30,4.38–6.86,Coastal Alluvium & Laterite
Byndoor,Rabi,Groundnut,DH 3-30,4.38–6.86,Coastal Alluvium & Laterite
Kundapura,Rabi,Groundnut,DH 3-30,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Groundnut,DH 3-30,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Groundnut,DH 3-30,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Groundnut,DH 3-30,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Groundnut,DH 3-30,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Groundnut,DH 3-30,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Groundnut,DH 3-30,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Groundnut,DH 3-30,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Groundnut,DH 3-30,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Groundnut,DH 3-30,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Groundnut,DH 3-30,4.71–6.17,Laterite & Sandy Loam
Byndoor,Rabi,Groundnut,DH-40,4.38–6.86,Coastal Alluvium & Laterite
Byndoor,Rabi,Groundnut,DH-40,4.38–6.86,Coastal Alluvium & Laterite
Byndoor,Rabi,Groundnut,DH-40,4.38–6.86,Coastal Alluvium & Laterite
Byndoor,Rabi,Groundnut,DH-40,4.38–6.86,Coastal Alluvium & Laterite
Byndoor,Rabi,Groundnut,DH-40,4.38–6.86,Coastal Alluvium & Laterite
Byndoor,Rabi,Groundnut,DH-40,4.38–6.86,Coastal Alluvium & Laterite
Kundapura,Rabi,Groundnut,DH-40,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Groundnut,DH-40,4.71–6.17,Laterite & Sandy Loam
Byndoor,Rabi,Groundnut,DH-40,4.38–6.86,Coastal Alluvium & Laterite
Kundapura,Rabi,Groundnut,DH-40,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Groundnut,DH-40,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Groundnut,DH-40,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Groundnut,DH-40,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Groundnut,DH-40,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Groundnut,DH-40,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Groundnut,DH-40,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Groundnut,DH-40,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Groundnut,DH-40,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Groundnut,DH-40,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Groundnut,DH-40,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Groundnut,DH-40,4.71–6.17,Laterite & Sandy Loam
Byndoor,Rabi,Groundnut,DH-40,4.38–6.86,Coastal Alluvium & Laterite
Byndoor,Rabi,Groundnut,DH-40,4.38–6.86,Coastal Alluvium & Laterite
Kundapura,Rabi,Groundnut,DH-40,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Groundnut,DH-40,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Groundnut,DH-40,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Groundnut,DH-40,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Groundnut,DH-40,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Groundnut,DH-40,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Groundnut,DH-40,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Groundnut,DH-40,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Groundnut,DH-40,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Groundnut,DH-40,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Groundnut,DH-40,4.71–6.17,Laterite & Sandy Loam
Byndoor,Rabi,Black gram,LBG-17,4.38–6.86,Coastal Alluvium & Laterite
Byndoor,Rabi,Black gram,LBG-17,4.38–6.86,Coastal Alluvium & Laterite
Byndoor,Rabi,Black gram,LBG-17,4.38–6.86,Coastal Alluvium & Laterite
Byndoor,Rabi,Black gram,LBG-17,4.38–6.86,Coastal Alluvium & Laterite
Byndoor,Rabi,Black gram,LBG-17,4.38–6.86,Coastal Alluvium & Laterite
Byndoor,Rabi,Black gram,LBG-17,4.38–6.86,Coastal Alluvium & Laterite
Kundapura,Rabi,Black gram,LBG-17,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Black gram,LBG-17,4.71–6.17,Laterite & Sandy Loam
Byndoor,Rabi,Black gram,LBG-17,4.38–6.86,Coastal Alluvium & Laterite
Kundapura,Rabi,Black gram,LBG-17,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Black gram,LBG-17,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Black gram,LBG-17,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Black gram,LBG-17,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Black gram,LBG-17,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Black gram,LBG-17,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Black gram,LBG-17,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Black gram,LBG-17,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Black gram,LBG-17,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Black gram,LBG-17,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Black gram,LBG-17,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Black gram,LBG-17,4.71–6.17,Laterite & Sandy Loam
Byndoor,Rabi,Black gram,LBG-17,4.38–6.86,Coastal Alluvium & Laterite
Byndoor,Rabi,Black gram,LBG-17,4.38–6.86,Coastal Alluvium & Laterite
Kundapura,Rabi,Black gram,LBG-17,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Black gram,LBG-17,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Black gram,LBG-17,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Black gram,LBG-17,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Black gram,LBG-17,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Black gram,LBG-17,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Black gram,LBG-17,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Black gram,LBG-17,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Black gram,LBG-17,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Black gram,LBG-17,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Black gram,LBG-17,4.71–6.17,Laterite & Sandy Loam
Byndoor,Rabi,Green gram,Pusa Vishal,4.38–6.86,Coastal Alluvium & Laterite
Byndoor,Rabi,Green gram,Pusa Vishal,4.38–6.86,Coastal Alluvium & Laterite
Byndoor,Rabi,Green gram,Pusa Vishal,4.38–6.86,Coastal Alluvium & Laterite
Byndoor,Rabi,Green gram,Pusa Vishal,4.38–6.86,Coastal Alluvium & Laterite
Byndoor,Rabi,Green gram,Pusa Vishal,4.38–6.86,Coastal Alluvium & Laterite
Byndoor,Rabi,Green gram,Pusa Vishal,4.38–6.86,Coastal Alluvium & Laterite
Kundapura,Rabi,Green gram,Pusa Vishal,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Green gram,Pusa Vishal,4.71–6.17,Laterite & Sandy Loam
Byndoor,Rabi,Green gram,Pusa Vishal,4.38–6.86,Coastal Alluvium & Laterite
Kundapura,Rabi,Green gram,Pusa Vishal,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Green gram,Pusa Vishal,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Green gram,Pusa Vishal,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Green gram,Pusa Vishal,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Green gram,Pusa Vishal,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Green gram,Pusa Vishal,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Green gram,Pusa Vishal,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Green gram,Pusa Vishal,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Green gram,Pusa Vishal,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Green gram,Pusa Vishal,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Green gram,Pusa Vishal,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Green gram,Pusa Vishal,4.71–6.17,Laterite & Sandy Loam
Byndoor,Rabi,Green gram,Pusa Vishal,4.38–6.86,Coastal Alluvium & Laterite
Byndoor,Rabi,Green gram,Pusa Vishal,4.38–6.86,Coastal Alluvium & Laterite
Kundapura,Rabi,Green gram,Pusa Vishal,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Green gram,Pusa Vishal,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Green gram,Pusa Vishal,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Green gram,Pusa Vishal,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Green gram,Pusa Vishal,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Green gram,Pusa Vishal,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Green gram,Pusa Vishal,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Green gram,Pusa Vishal,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Green gram,Pusa Vishal,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Green gram,Pusa Vishal,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Green gram,Pusa Vishal,4.71–6.17,Laterite & Sandy Loam
Byndoor,Rabi,Cowpea,GP-1,4.38–6.86,Coastal Alluvium & Laterite
Byndoor,Rabi,Cowpea,GP-1,4.38–6.86,Coastal Alluvium & Laterite
Byndoor,Rabi,Cowpea,GP-1,4.38–6.86,Coastal Alluvium & Laterite
Byndoor,Rabi,Cowpea,GP-1,4.38–6.86,Coastal Alluvium & Laterite
Byndoor,Rabi,Cowpea,GP-1,4.38–6.86,Coastal Alluvium & Laterite
Byndoor,Rabi,Cowpea,GP-1,4.38–6.86,Coastal Alluvium & Laterite
Kundapura,Rabi,Cowpea,GP-1,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Cowpea,GP-1,4.71–6.17,Laterite & Sandy Loam
Byndoor,Rabi,Cowpea,GP-1,4.38–6.86,Coastal Alluvium & Laterite
Kundapura,Rabi,Cowpea,GP-1,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Cowpea,GP-1,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Cowpea,GP-1,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Cowpea,GP-1,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Cowpea,GP-1,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Cowpea,GP-1,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Cowpea,GP-1,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Cowpea,GP-1,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Cowpea,GP-1,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Cowpea,GP-1,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Cowpea,GP-1,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Cowpea,GP-1,4.71–6.17,Laterite & Sandy Loam
Byndoor,Rabi,Cowpea,GP-1,4.38–6.86,Coastal Alluvium & Laterite
Byndoor,Rabi,Cowpea,GP-1,4.38–6.86,Coastal Alluvium & Laterite
Kundapura,Rabi,Cowpea,GP-1,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Cowpea,GP-1,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Cowpea,GP-1,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Cowpea,GP-1,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Cowpea,GP-1,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Cowpea,GP-1,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Cowpea,GP-1,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Cowpea,GP-1,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Cowpea,GP-1,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Cowpea,GP-1,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Cowpea,GP-1,4.71–6.17,Laterite & Sandy Loam
Byndoor,Rabi,Sesame,DS-1,4.38–6.86,Coastal Alluvium & Laterite
Byndoor,Rabi,Sesame,DS-1,4.38–6.86,Coastal Alluvium & Laterite
Byndoor,Rabi,Sesame,DS-1,4.38–6.86,Coastal Alluvium & Laterite
Byndoor,Rabi,Sesame,DS-1,4.38–6.86,Coastal Alluvium & Laterite
Byndoor,Rabi,Sesame,DS-1,4.38–6.86,Coastal Alluvium & Laterite
Byndoor,Rabi,Sesame,DS-1,4.38–6.86,Coastal Alluvium & Laterite
Kundapura,Rabi,Sesame,DS-1,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Sesame,DS-1,4.71–6.17,Laterite & Sandy Loam
Byndoor,Rabi,Sesame,DS-1,4.38–6.86,Coastal Alluvium & Laterite
Kundapura,Rabi,Sesame,DS-1,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Sesame,DS-1,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Sesame,DS-1,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Sesame,DS-1,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Sesame,DS-1,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Sesame,DS-1,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Sesame,DS-1,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Sesame,DS-1,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Sesame,DS-1,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Sesame,DS-1,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Sesame,DS-1,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Sesame,DS-1,4.71–6.17,Laterite & Sandy Loam
Byndoor,Rabi,Sesame,DS-1,4.38–6.86,Coastal Alluvium & Laterite
Byndoor,Rabi,Sesame,DS-1,4.38–6.86,Coastal Alluvium & Laterite
Kundapura,Rabi,Sesame,DS-1,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Sesame,DS-1,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Sesame,DS-1,4.71–6.17,Laterite & Sandy Loam
